CustomerID,Last_Sale,LifeCycle,Quantity,Total_Revenue,Orders,Average_Ticket,Average_Orders_Period,CLV,Status
12403,2011-10-21,0,62,285.0,1,285.0,0.0,0.0,Primeira Compra
12405,2011-07-14,0,209,472.03000000000003,1,472.03000000000003,0.0,0.0,Primeira Compra
12406,2011-11-17,161,397,515.49,2,257.745,0.012422360248447204,515.49,Medio Retorno - Pulverizado
12407,2011-10-21,215,108,205.5,5,41.1,0.023255813953488372,205.5,Medio Retorno - Pulverizado
12408,2011-11-07,228,298,581.73,4,145.4325,0.017543859649122806,581.73,Medio Retorno - Pulverizado
12409,2011-09-22,104,996,2237.64,2,1118.82,0.019230769230769232,2237.6400000000003,Alto Retorno - Grandes Clientes B
12410,2011-02-04,0,52,155.1,2,77.55,0.0,0.0,Primeira Compra
12412,2011-09-26,95,185,302.21000000000004,3,100.73666666666668,0.031578947368421054,302.21000000000004,Medio Retorno - Pulverizado
12413,2011-10-04,271,53,221.8,3,73.93333333333334,0.01107011070110701,221.79999999999998,Medio Retorno - Pulverizado
12414,2011-05-06,93,33,195.35,3,65.11666666666666,0.03225806451612903,195.34999999999997,Medio Retorno - Pulverizado
12415,2011-11-15,313,14386,22262.989999999998,13,1712.5376923076922,0.04153354632587859,22262.989999999994,Grandes Clientes A - Grandes Clientes A
12417,2011-12-06,354,321,863.94,9,95.99333333333334,0.025423728813559324,863.94,Medio/Alto Retorno - Pulverizado
12418,2011-08-19,0,48,84.48,1,84.48,0.0,0.0,Primeira Compra
12420,2011-10-07,0,56,180.04,1,180.04,0.0,0.0,Primeira Compra
12421,2011-11-24,304,86,280.95,4,70.2375,0.013157894736842105,280.95,Medio Retorno - Pulverizado
12422,2011-09-05,229,65,144.75,3,48.25,0.013100436681222707,144.75,Medio Retorno - Pulverizado
12423,2011-12-09,353,200,364.11,7,52.01571428571429,0.019830028328611898,364.11,Medio Retorno - Pulverizado
12424,2011-06-30,0,99,321.45000000000005,2,160.72500000000002,0.0,0.0,Primeira Compra
12425,2011-09-22,0,84,96.36,1,96.36,0.0,0.0,Primeira Compra
12426,2011-05-29,0,34,78.78,1,78.78,0.0,0.0,Primeira Compra
12427,2011-11-18,350,32,165.6,3,55.199999999999996,0.008571428571428572,165.6,Medio Retorno - Pulverizado
12428,2011-11-14,258,787,1939.74,7,277.10571428571427,0.027131782945736434,1939.74,Alto Retorno - Grandes Clientes B
12429,2011-11-30,356,388,553.1,4,138.275,0.011235955056179775,553.1,Medio Retorno - Pulverizado
12430,2011-10-27,0,20,64.80000000000001,1,64.80000000000001,0.0,0.0,Primeira Compra
12431,2011-10-10,313,427,1133.43,13,87.18692307692308,0.04153354632587859,1133.4299999999998,Medio/Alto Retorno - Pulverizado
12432,2011-10-28,130,368,892.24,4,223.06,0.03076923076923077,892.24,Medio/Alto Retorno - Pulverizado
12433,2011-12-09,373,2310,2679.64,6,446.6066666666666,0.0160857908847185,2679.64,Alto Retorno - Grandes Clientes B
12434,2011-09-16,176,37,91.49,2,45.745,0.011363636363636364,91.49,Baixo Retorno - Micro Pulverizado
12435,2011-09-21,188,256,724.4,2,362.2,0.010638297872340425,724.3999999999999,Medio/Alto Retorno - Pulverizado
12436,2011-09-01,0,96,52.800000000000004,1,52.800000000000004,0.0,0.0,Primeira Compra
12437,2011-12-08,330,584,818.17,17,48.12764705882353,0.051515151515151514,818.17,Medio/Alto Retorno - Pulverizado
12438,2011-11-25,126,211,706.57,2,353.285,0.015873015873015872,706.57,Medio/Alto Retorno - Pulverizado
12441,2010-12-08,0,31,28.200000000000003,1,28.200000000000003,0.0,0.0,Primeira Compra
12442,2011-12-06,0,115,84.72,1,84.72,0.0,0.0,Primeira Compra
12444,2011-11-18,150,241,1006.89,5,201.378,0.03333333333333333,1006.8899999999999,Medio/Alto Retorno - Pulverizado
12445,2011-11-17,0,2,56.0,1,56.0,0.0,0.0,Primeira Compra
12446,2011-10-13,0,72,230.85,1,230.85,0.0,0.0,Primeira Compra
12447,2011-04-10,0,8,45.6,1,45.6,0.0,0.0,Primeira Compra
12448,2011-10-26,0,19,28.93,1,28.93,0.0,0.0,Primeira Compra
12449,2011-11-17,165,208,535.6,4,133.9,0.024242424242424242,535.6,Medio Retorno - Pulverizado
12450,2011-06-19,0,24,20.159999999999997,1,20.159999999999997,0.0,0.0,Primeira Compra
12451,2011-11-29,314,1235,1636.51,5,327.302,0.01592356687898089,1636.5100000000002,Alto Retorno - Grandes Clientes B
12452,2011-11-23,0,25,69.55000000000001,1,69.55000000000001,0.0,0.0,Primeira Compra
12453,2011-07-28,0,172,219.45,1,219.45,0.0,0.0,Primeira Compra
12454,2011-10-14,0,32,350.4,1,350.4,0.0,0.0,Primeira Compra
12455,2011-09-27,223,490,592.9,6,98.81666666666666,0.026905829596412557,592.9,Medio Retorno - Pulverizado
12456,2011-10-26,210,242,509.41,3,169.80333333333334,0.014285714285714285,509.41,Medio Retorno - Pulverizado
12457,2011-09-14,153,97,245.79,2,122.895,0.013071895424836602,245.78999999999996,Medio Retorno - Pulverizado
12458,2011-09-29,213,108,161.46,2,80.73,0.009389671361502348,161.46,Medio Retorno - Pulverizado
12461,2011-07-08,0,39,52.89,1,52.89,0.0,0.0,Primeira Compra
12462,2011-11-21,285,71,134.57,2,67.285,0.007017543859649123,134.57,Baixo Retorno - Micro Pulverizado
12463,2011-10-17,188,194,305.54,4,76.385,0.02127659574468085,305.54,Medio Retorno - Pulverizado
12464,2011-11-29,274,21,226.9,4,56.725,0.014598540145985401,226.89999999999998,Medio Retorno - Pulverizado
12465,2011-11-22,152,76,131.1,2,65.55,0.013157894736842105,131.1,Baixo Retorno - Micro Pulverizado
12468,2011-06-05,129,86,162.3,2,81.15,0.015503875968992248,162.3,Medio Retorno - Pulverizado
12471,2011-12-07,362,1428,3813.16,21,181.5790476190476,0.058011049723756904,3813.159999999999,Alto Retorno - Grandes Clientes B
12472,2011-11-07,337,917,1397.99,7,199.71285714285713,0.020771513353115726,1397.9899999999998,Medio/Alto Retorno - Pulverizado
12473,2011-10-17,138,526,684.76,3,228.25333333333333,0.021739130434782608,684.76,Medio/Alto Retorno - Pulverizado
12474,2011-11-22,312,1001,1377.26,15,91.81733333333334,0.04807692307692308,1377.2600000000002,Medio/Alto Retorno - Pulverizado
12475,2011-10-17,0,35,120.4,1,120.4,0.0,0.0,Primeira Compra
12476,2011-11-24,346,507,1253.83,10,125.383,0.028901734104046242,1253.83,Medio/Alto Retorno - Pulverizado
12477,2011-11-17,279,945,3413.01,6,568.835,0.021505376344086023,3413.01,Alto Retorno - Grandes Clientes B
12478,2011-12-06,0,68,130.88,1,130.88,0.0,0.0,Primeira Compra
12479,2011-11-28,0,84,110.54,1,110.54,0.0,0.0,Primeira Compra
12480,2011-11-11,308,308,594.02,4,148.505,0.012987012987012988,594.0200000000001,Medio Retorno - Pulverizado
12481,2011-11-17,343,530,1058.67,10,105.867,0.029154518950437316,1058.67,Medio/Alto Retorno - Pulverizado
12483,2011-11-22,322,185,597.95,7,85.42142857142858,0.021739130434782608,597.95,Medio Retorno - Pulverizado
12484,2011-11-04,301,460,902.7,4,225.675,0.013289036544850499,902.7,Medio/Alto Retorno - Pulverizado
12488,2011-11-30,66,102,210.78,3,70.26,0.045454545454545456,210.78000000000003,Medio Retorno - Pulverizado
12489,2011-01-07,0,2,15.9,1,15.9,0.0,0.0,Primeira Compra
12490,2011-12-04,324,718,1254.54,10,125.454,0.030864197530864196,1254.54,Medio/Alto Retorno - Pulverizado
12491,2011-11-01,0,30,74.5,1,74.5,0.0,0.0,Primeira Compra
12492,2011-10-07,42,52,79.24000000000001,2,39.620000000000005,0.047619047619047616,79.24000000000001,Baixo Retorno - Micro Pulverizado
12493,2011-06-27,32,41,88.3,2,44.15,0.0625,88.3,Baixo Retorno - Micro Pulverizado
12494,2011-11-24,343,115,140.39000000000001,6,23.398333333333337,0.01749271137026239,140.39000000000004,Medio Retorno - Pulverizado
12497,2011-09-19,0,317,292.5,1,292.5,0.0,0.0,Primeira Compra
12498,2011-11-18,36,16,68.85,2,34.425,0.05555555555555555,68.85,Baixo Retorno - Micro Pulverizado
12500,2011-11-16,310,586,763.2299999999999,8,95.40374999999999,0.025806451612903226,763.2299999999999,Medio/Alto Retorno - Pulverizado
12501,2011-01-07,0,266,541.96,1,541.96,0.0,0.0,Primeira Compra
12502,2011-09-05,214,202,791.55,5,158.31,0.02336448598130841,791.5500000000001,Medio/Alto Retorno - Pulverizado
12504,2011-11-21,0,1,12.75,1,12.75,0.0,0.0,Primeira Compra
12506,2011-04-21,0,9,28.35,1,28.35,0.0,0.0,Primeira Compra
12507,2011-07-28,0,256,225.28,1,225.28,0.0,0.0,Primeira Compra
12508,2011-11-13,3,38,62.269999999999996,2,31.134999999999998,0.6666666666666666,62.269999999999996,Baixo Retorno - Micro Pulverizado
12509,2011-02-28,0,11,67.5,1,67.5,0.0,0.0,Primeira Compra
12510,2011-07-20,183,108,315.79999999999995,2,157.89999999999998,0.01092896174863388,315.79999999999995,Medio Retorno - Pulverizado
12512,2011-10-04,0,18,21.6,1,21.6,0.0,0.0,Primeira Compra
12513,2011-08-19,0,78,133.5,1,133.5,0.0,0.0,Primeira Compra
12514,2011-03-17,0,144,265.28,1,265.28,0.0,0.0,Primeira Compra
12515,2010-12-21,0,27,76.05,1,76.05,0.0,0.0,Primeira Compra
12516,2011-09-23,103,376,424.18,2,212.09,0.019417475728155338,424.17999999999995,Medio Retorno - Pulverizado
12517,2011-11-11,162,375,595.24,5,119.048,0.030864197530864196,595.24,Medio Retorno - Pulverizado
12518,2011-12-09,110,220,370.76,5,74.152,0.045454545454545456,370.76000000000005,Medio Retorno - Pulverizado
12519,2011-10-07,0,34,45.5,1,45.5,0.0,0.0,Primeira Compra
12520,2011-09-21,194,425,673.33,5,134.666,0.02577319587628866,673.3299999999999,Medio/Alto Retorno - Pulverizado
12521,2011-07-20,0,66,135.3,1,135.3,0.0,0.0,Primeira Compra
12522,2011-10-19,0,6,17.700000000000003,1,17.700000000000003,0.0,0.0,Primeira Compra
12523,2011-11-20,272,196,284.16,8,35.52,0.029411764705882353,284.16,Medio Retorno - Pulverizado
12524,2011-10-07,270,1360,1141.65,7,163.09285714285716,0.025925925925925925,1141.65,Medio/Alto Retorno - Pulverizado
12526,2011-12-09,94,91,168.45000000000002,3,56.150000000000006,0.031914893617021274,168.45,Medio Retorno - Pulverizado
12527,2011-09-19,244,31,83.34,3,27.78,0.012295081967213115,83.34,Baixo Retorno - Micro Pulverizado
12528,2011-10-07,249,73,269.65000000000003,5,53.93000000000001,0.020080321285140562,269.65000000000003,Medio Retorno - Pulverizado
12530,2011-10-11,277,259,360.09,4,90.0225,0.01444043321299639,360.09,Medio Retorno - Pulverizado
12531,2011-11-25,0,11,31.4,1,31.4,0.0,0.0,Primeira Compra
12532,2011-11-09,0,26,110.88,1,110.88,0.0,0.0,Primeira Compra
12534,2011-08-01,0,155,274.5,1,274.5,0.0,0.0,Primeira Compra
12535,2011-09-09,95,25,111.75,2,55.875,0.021052631578947368,111.75,Baixo Retorno - Micro Pulverizado
12536,2011-10-11,0,525,730.29,1,730.29,0.0,0.0,Primeira Compra
12538,2011-11-10,0,11,55.650000000000006,1,55.650000000000006,0.0,0.0,Primeira Compra
12539,2011-11-17,311,325,1027.6299999999999,4,256.90749999999997,0.012861736334405145,1027.6299999999999,Medio/Alto Retorno - Pulverizado
12540,2011-11-20,342,1362,2712.07,17,159.5335294117647,0.049707602339181284,2712.07,Alto Retorno - Grandes Clientes B
12541,2011-11-10,251,156,299.57,3,99.85666666666667,0.01195219123505976,299.57,Medio Retorno - Pulverizado
12544,2011-11-03,0,26,53.42,1,53.42,0.0,0.0,Primeira Compra
12545,2011-09-25,184,70,204.25,2,102.125,0.010869565217391304,204.25,Medio Retorno - Pulverizado
12546,2011-10-24,31,82,142.8,2,71.4,0.06451612903225806,142.8,Medio Retorno - Pulverizado
12547,2011-05-26,83,25,48.4,2,24.2,0.024096385542168676,48.4,Baixo Retorno - Micro Pulverizado
12548,2011-06-26,0,12,17.4,1,17.4,0.0,0.0,Primeira Compra
12550,2011-09-21,0,159,217.68,1,217.68,0.0,0.0,Primeira Compra
12551,2010-12-17,0,10,12.5,1,12.5,0.0,0.0,Primeira Compra
12552,2011-10-31,0,17,71.47,1,71.47,0.0,0.0,Primeira Compra
12553,2011-12-01,321,349,675.69,9,75.07666666666667,0.028037383177570093,675.69,Medio/Alto Retorno - Pulverizado
12556,2011-10-20,101,60,110.41,2,55.205,0.019801980198019802,110.41,Baixo Retorno - Micro Pulverizado
12557,2011-07-04,174,524,1446.68,2,723.34,0.011494252873563218,1446.68,Medio/Alto Retorno - Pulverizado
12558,2011-12-02,0,12,5.04,1,5.04,0.0,0.0,Primeira Compra
12559,2011-01-24,0,49,81.1,1,81.1,0.0,0.0,Primeira Compra
12560,2011-12-04,138,172,299.54,2,149.77,0.014492753623188406,299.54,Medio Retorno - Pulverizado
12561,2011-02-10,0,42,64.65,1,64.65,0.0,0.0,Primeira Compra
12562,2011-12-01,190,390,870.9300000000001,7,124.41857142857144,0.03684210526315789,870.9300000000001,Medio/Alto Retorno - Pulverizado
12564,2011-03-23,0,8,39.6,1,39.6,0.0,0.0,Primeira Compra
12565,2011-02-24,0,14,30.779999999999998,1,30.779999999999998,0.0,0.0,Primeira Compra
12567,2011-11-17,347,812,1827.3,10,182.73,0.02881844380403458,1827.3,Alto Retorno - Grandes Clientes B
12569,2011-12-07,250,420,813.05,21,38.71666666666666,0.084,813.05,Medio/Alto Retorno - Pulverizado
12571,2011-10-31,82,106,82.7,2,41.35,0.024390243902439025,82.7,Baixo Retorno - Micro Pulverizado
12572,2011-12-01,43,42,151.5,2,75.75,0.046511627906976744,151.5,Medio Retorno - Pulverizado
12573,2011-04-26,0,15,40.7,1,40.7,0.0,0.0,Primeira Compra
12574,2011-01-28,0,12,15.0,1,15.0,0.0,0.0,Primeira Compra
12576,2011-11-04,269,170,218.26,5,43.652,0.01858736059479554,218.26000000000002,Medio Retorno - Pulverizado
12577,2011-11-04,324,107,137.92,3,45.97333333333333,0.009259259259259259,137.92,Medio Retorno - Pulverizado
12578,2011-11-18,309,245,423.23,2,211.615,0.006472491909385114,423.23,Medio Retorno - Pulverizado
12579,2011-09-22,0,105,125.65,1,125.65,0.0,0.0,Primeira Compra
12580,2011-04-07,0,56,89.8,1,89.8,0.0,0.0,Primeira Compra
12581,2011-10-31,0,12,9.959999999999999,1,9.959999999999999,0.0,0.0,Primeira Compra
12582,2011-04-15,50,66,111.06,2,55.53,0.04,111.06,Baixo Retorno - Micro Pulverizado
12583,2011-12-07,371,1075,1561.82,15,104.12133333333333,0.04043126684636118,1561.8199999999997,Alto Retorno - Grandes Clientes B
12584,2011-12-06,277,72,424.0,7,60.57142857142857,0.02527075812274368,423.99999999999994,Medio Retorno - Pulverizado
12585,2011-04-19,117,172,285.36,2,142.68,0.017094017094017096,285.36000000000007,Medio Retorno - Pulverizado
12586,2011-11-22,0,11,48.050000000000004,1,48.050000000000004,0.0,0.0,Primeira Compra
12587,2011-12-02,0,10,20.8,1,20.8,0.0,0.0,Primeira Compra
12588,2011-10-31,0,2,17.0,1,17.0,0.0,0.0,Primeira Compra
12589,2011-11-11,116,75,153.42,2,76.71,0.017241379310344827,153.42,Medio Retorno - Pulverizado
12590,2011-05-12,0,696,1816.6,1,1816.6,0.0,0.0,Primeira Compra
12591,2011-01-26,0,59,188.0,1,188.0,0.0,0.0,Primeira Compra
12592,2011-05-10,0,40,66.0,1,66.0,0.0,0.0,Primeira Compra
12593,2011-08-02,89,50,122.39999999999999,2,61.199999999999996,0.02247191011235955,122.39999999999998,Baixo Retorno - Micro Pulverizado
12594,2011-10-24,276,570,963.19,7,137.59857142857143,0.025362318840579712,963.19,Medio/Alto Retorno - Pulverizado
12596,2011-10-19,0,66,52.74,1,52.74,0.0,0.0,Primeira Compra
12597,2011-11-20,249,495,674.61,4,168.6525,0.01606425702811245,674.61,Medio/Alto Retorno - Pulverizado
12598,2011-11-30,275,425,680.5,7,97.21428571428571,0.025454545454545455,680.5,Medio/Alto Retorno - Pulverizado
12599,2011-11-10,275,158,179.88,3,59.96,0.01090909090909091,179.88000000000002,Medio Retorno - Pulverizado
12600,2011-09-16,273,130,300.44,6,50.07333333333333,0.02197802197802198,300.44,Medio Retorno - Pulverizado
12601,2011-06-03,143,37,78.15,4,19.5375,0.027972027972027972,78.15,Baixo Retorno - Micro Pulverizado
12603,2011-11-18,0,7,126.0,1,126.0,0.0,0.0,Primeira Compra
12604,2011-09-21,182,62,54.6,2,27.3,0.01098901098901099,54.60000000000001,Baixo Retorno - Micro Pulverizado
12607,2011-10-10,0,259,343.88,1,343.88,0.0,0.0,Primeira Compra
12609,2011-09-22,240,116,174.18,3,58.06,0.0125,174.18000000000004,Medio Retorno - Pulverizado
12610,2011-11-17,104,120,387.9,4,96.975,0.038461538461538464,387.90000000000003,Medio Retorno - Pulverizado
12611,2011-10-18,0,141,258.75,1,258.75,0.0,0.0,Primeira Compra
12612,2011-09-26,0,47,228.75,1,228.75,0.0,0.0,Primeira Compra
12613,2011-10-13,205,292,647.8100000000001,4,161.95250000000001,0.01951219512195122,647.8100000000001,Medio/Alto Retorno - Pulverizado
12614,2011-03-07,0,17,54.15,1,54.15,0.0,0.0,Primeira Compra
12615,2011-12-07,166,152,334.57,4,83.6425,0.024096385542168676,334.57,Medio Retorno - Pulverizado
12616,2011-09-05,202,44,201.1,2,100.55,0.009900990099009901,201.1,Medio Retorno - Pulverizado
12617,2011-11-10,0,20,23.709999999999997,1,23.709999999999997,0.0,0.0,Primeira Compra
12618,2011-11-18,0,26,50.5,1,50.5,0.0,0.0,Primeira Compra
12619,2011-11-23,237,329,462.21999999999997,7,66.03142857142856,0.029535864978902954,462.2199999999999,Medio Retorno - Pulverizado
12620,2011-11-25,190,294,316.33,3,105.44333333333333,0.015789473684210527,316.33000000000004,Medio Retorno - Pulverizado
12621,2011-12-08,364,1452,2579.39,20,128.96949999999998,0.054945054945054944,2579.3899999999994,Alto Retorno - Grandes Clientes B
12622,2011-04-21,0,10,45.300000000000004,1,45.300000000000004,0.0,0.0,Primeira Compra
12623,2011-03-08,0,27,46.5,1,46.5,0.0,0.0,Primeira Compra
12624,2011-08-25,71,62,147.8,2,73.9,0.028169014084507043,147.8,Medio Retorno - Pulverizado
12625,2011-05-12,108,441,857.12,2,428.56,0.018518518518518517,857.12,Medio/Alto Retorno - Pulverizado
12626,2011-11-16,303,778,1342.45,8,167.80625,0.026402640264026403,1342.45,Medio/Alto Retorno - Pulverizado
12627,2011-11-29,130,523,849.09,6,141.51500000000001,0.046153846153846156,849.09,Medio/Alto Retorno - Pulverizado
12628,2011-12-05,60,94,164.29,3,54.76333333333333,0.05,164.29,Medio Retorno - Pulverizado
12630,2011-11-30,34,161,483.79,2,241.895,0.058823529411764705,483.79,Medio Retorno - Pulverizado
12631,2011-10-13,0,110,358.94,1,358.94,0.0,0.0,Primeira Compra
12633,2011-10-12,229,133,247.06,4,61.765,0.017467248908296942,247.05999999999997,Medio Retorno - Pulverizado
12635,2011-09-11,65,220,276.36,2,138.18,0.03076923076923077,276.36,Medio Retorno - Pulverizado
12637,2011-10-03,256,797,1446.48,8,180.81,0.03125,1446.48,Medio/Alto Retorno - Pulverizado
12638,2011-11-06,0,140,151.74,1,151.74,0.0,0.0,Primeira Compra
12639,2011-04-15,0,38,73.5,1,73.5,0.0,0.0,Primeira Compra
12640,2011-11-16,58,76,210.76000000000002,2,105.38000000000001,0.034482758620689655,210.76000000000002,Medio Retorno - Pulverizado
12642,2011-11-14,82,126,195.68,3,65.22666666666667,0.036585365853658534,195.68,Medio Retorno - Pulverizado
12643,2011-08-03,204,665,1174.1999999999998,3,391.3999999999999,0.014705882352941176,1174.1999999999996,Medio/Alto Retorno - Pulverizado
12644,2011-08-02,0,15,49.09,1,49.09,0.0,0.0,Primeira Compra
12645,2011-11-06,283,278,359.86,4,89.965,0.014134275618374558,359.86,Medio Retorno - Pulverizado
12646,2011-12-05,45,170,247.64000000000001,2,123.82000000000001,0.044444444444444446,247.64000000000004,Medio Retorno - Pulverizado
12647,2011-09-11,280,252,721.01,9,80.11222222222221,0.03214285714285714,721.0099999999999,Medio/Alto Retorno - Pulverizado
12648,2011-07-08,0,23,38.150000000000006,1,38.150000000000006,0.0,0.0,Primeira Compra
12649,2011-08-24,105,232,104.03999999999999,2,52.019999999999996,0.01904761904761905,104.03999999999999,Baixo Retorno - Micro Pulverizado
12650,2011-12-06,0,12,4.68,1,4.68,0.0,0.0,Primeira Compra
12651,2011-01-09,0,9,27.450000000000003,1,27.450000000000003,0.0,0.0,Primeira Compra
12652,2011-01-12,0,69,94.59,1,94.59,0.0,0.0,Primeira Compra
12653,2011-07-14,148,169,513.75,2,256.875,0.013513513513513514,513.75,Medio Retorno - Pulverizado
12654,2011-11-29,285,82,184.35,5,36.87,0.017543859649122806,184.34999999999997,Medio Retorno - Pulverizado
12656,2011-11-22,216,272,607.85,5,121.57000000000001,0.023148148148148147,607.85,Medio/Alto Retorno - Pulverizado
12657,2011-11-28,67,416,417.17,3,139.05666666666667,0.04477611940298507,417.17,Medio Retorno - Pulverizado
12658,2011-11-21,0,42,81.89999999999999,1,81.89999999999999,0.0,0.0,Primeira Compra
12660,2011-11-28,0,15,43.050000000000004,1,43.050000000000004,0.0,0.0,Primeira Compra
12662,2011-12-09,373,327,605.82,10,60.58200000000001,0.02680965147453083,605.82,Medio/Alto Retorno - Pulverizado
12664,2011-11-23,306,161,741.0,4,185.25,0.013071895424836602,741.0,Medio/Alto Retorno - Pulverizado
12667,2011-10-12,0,80,99.02,1,99.02,0.0,0.0,Primeira Compra
12668,2011-11-28,344,292,699.04,4,174.76,0.011627906976744186,699.04,Medio/Alto Retorno - Pulverizado
12669,2011-07-12,106,195,246.54,2,123.27,0.018867924528301886,246.53999999999996,Medio Retorno - Pulverizado
12670,2011-11-29,222,335,796.42,5,159.284,0.02252252252252252,796.4199999999998,Medio/Alto Retorno - Pulverizado
12672,2011-01-14,0,24,27.599999999999998,1,27.599999999999998,0.0,0.0,Primeira Compra
12673,2011-01-17,0,65,54.3,1,54.3,0.0,0.0,Primeira Compra
12674,2011-11-01,169,296,435.3,4,108.825,0.023668639053254437,435.29999999999995,Medio Retorno - Pulverizado
12676,2011-11-15,287,131,234.34,5,46.868,0.017421602787456445,234.33999999999997,Medio Retorno - Pulverizado
12678,2011-10-28,311,1848,3583.24,8,447.905,0.02572347266881029,3583.24,Alto Retorno - Grandes Clientes B
12679,2011-03-01,0,78,150.14,1,150.14,0.0,0.0,Primeira Compra
12680,2011-12-09,113,91,189.32999999999998,3,63.10999999999999,0.02654867256637168,189.32999999999998,Medio Retorno - Pulverizado
12681,2011-11-25,353,1213,2562.44,21,122.02095238095238,0.059490084985835696,2562.44,Alto Retorno - Grandes Clientes B
12682,2011-12-06,368,1181,2278.1,28,81.36071428571428,0.07608695652173914,2278.1,Alto Retorno - Grandes Clientes B
12683,2011-12-05,361,1168,1813.78,13,139.52153846153846,0.036011080332409975,1813.78,Alto Retorno - Grandes Clientes B
12684,2011-11-15,189,308,426.16,5,85.232,0.026455026455026454,426.15999999999997,Medio Retorno - Pulverizado
